,证券代码,证券简称,信用评级,评级类型,评估机构,发债主体评级时间,发债主体评级预期,投资等级,等级含义
157,011102004.IB,11铁道SCP004,AAA,长期信用评级,大公国际资信评估有限公司,20120525,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 
158,011102004.IB,11铁道SCP004,AAA,长期信用评级,大公国际资信评估有限公司,20121226,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 
159,011102004.IB,11铁道SCP004,AAA,长期信用评级,大公国际资信评估有限公司,20130625,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 
160,011102004.IB,11铁道SCP004,AAA,长期信用评级,大公国际资信评估有限公司,20140310,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 
161,011102004.IB,11铁道SCP004,AAA,长期信用评级,大公国际资信评估有限公司,20140623,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 
162,011102004.IB,11铁道SCP004,AAA,长期信用评级,大公国际资信评估有限公司,20150410,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 
163,011102004.IB,11铁道SCP004,AAA,长期信用评级,大公国际资信评估有限公司,20150625,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 
164,011102004.IB,11铁道SCP004,AAA,长期信用评级,大公国际资信评估有限公司,20150910,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 
165,011102004.IB,11铁道SCP004,AAA,长期信用评级,大公国际资信评估有限公司,20160324,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 
166,011102004.IB,11铁道SCP004,AAA,长期信用评级,大公国际资信评估有限公司,20160624,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 
167,011102004.IB,11铁道SCP004,AAA,长期信用评级,大公国际资信评估有限公司,20170621,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 
168,011102004.IB,11铁道SCP004,AAA,长期信用评级,大公国际资信评估有限公司,20180622,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 
169,011102004.IB,11铁道SCP004,AAA,长期信用评级,大公国际资信评估有限公司,20190626,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 
170,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,20080321,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 
171,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,20081226,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 
172,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,20091202,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 
173,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,20100128,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 
174,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,20100706,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 
175,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,20100720,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 
176,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,20110124,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 
177,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,20110621,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 
178,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,20110629,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 
179,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,20120510,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 
180,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,20120525,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 
181,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,20121226,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 
182,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,20130625,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 
183,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,20140310,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 
184,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,20140623,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 
185,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,20150410,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 
186,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,20150625,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 
187,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,20150910,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 
188,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,20160324,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 
189,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,20160624,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 
190,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,20170621,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 
191,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,20180622,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 
192,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,20190626,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 
193,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合信用评级有限公司,20100519,,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低
194,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合信用评级有限公司,20110420,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低
195,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合信用评级有限公司,20120217,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低
196,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合信用评级有限公司,20120428,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低
197,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合信用评级有限公司,20130625,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低
198,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合信用评级有限公司,20140524,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低
199,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合信用评级有限公司,20150528,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低
200,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合信用评级有限公司,20151112,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低
201,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合信用评级有限公司,20160527,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低
202,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合信用评级有限公司,20170525,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低
203,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合信用评级有限公司,20180523,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低
204,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合信用评级有限公司,20190521,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低
205,011104001.IB,11中石集SCP001,AAA,长期信用评级,联合信用评级有限公司,20160908,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低
206,011104001.IB,11中石集SCP001,AAA,长期信用评级,联合信用评级有限公司,20170620,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低
207,011104001.IB,11中石集SCP001,AAA,长期信用评级,联合信用评级有限公司,20180625,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低
208,011104001.IB,11中石集SCP001,AAA,长期信用评级,联合信用评级有限公司,20180829,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低
209,011104001.IB,11中石集SCP001,AAA,长期信用评级,联合信用评级有限公司,20190619,稳定,投资级,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低
