,证券代码,证券简称,发债主体评级等级,发债主体评级类型,发债主体评级机构,发债主体评级预期,发债主体评级时间
1106,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20110629
1107,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20111130
1108,011102005.IB,11铁道SCP005,AAA,长期信用评级,联合资信评估有限公司,稳定,20111227
1109,011102005.IB,11铁道SCP005,AAA,长期信用评级,联合资信评估有限公司,稳定,20120213
1110,011102005.IB,11铁道SCP005,AAA,长期信用评级,联合资信评估有限公司,稳定,20120216
1111,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20120510
1112,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20120525
1113,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120605
1114,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120626
1115,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120723
1116,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120806
1117,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120831
1118,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120926
1119,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20121015
1120,011102005.IB,11铁道SCP005,AAA,长期信用评级,联合资信评估有限公司,稳定,20121226
1121,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20121226
1122,011102005.IB,11铁道SCP005,AAA,长期信用评级,联合资信评估有限公司,稳定,20130304
1123,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130318
1124,011102005.IB,11铁道SCP005,AAA,长期信用评级,联合资信评估有限公司,稳定,20130502
1125,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130603
1126,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20130625
1127,011102005.IB,11铁道SCP005,AAA,长期信用评级,联合资信评估有限公司,稳定,20130626
1128,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130711
1129,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130801
1130,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130816
1131,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130904
1132,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130930
1133,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20131024
1134,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20131106
1135,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20131203
1136,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20140310
1137,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140408
1138,011102005.IB,11铁道SCP005,AAA,长期信用评级,联合资信评估有限公司,稳定,20140409
1139,011102005.IB,11铁道SCP005,AAA,长期信用评级,中债资信评估有限责任公司,稳定,20140411
1140,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140505
1141,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140519
1142,011102005.IB,11铁道SCP005,AAA,长期信用评级,中债资信评估有限责任公司,稳定,20140603
1143,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140606
1144,011102005.IB,11铁道SCP005,AAA,长期信用评级,联合资信评估有限公司,稳定,20140610
1145,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20140623
1146,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140630
1147,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140811
1148,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140901
1149,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20141009
1150,011102005.IB,11铁道SCP005,AAA,长期信用评级,联合资信评估有限公司,稳定,20141014
1151,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20141027
1152,011102005.IB,11铁道SCP005,AAA,长期信用评级,联合资信评估有限公司,稳定,20141111
1153,011102005.IB,11铁道SCP005,AAA,长期信用评级,联合资信评估有限公司,稳定,20141208
1154,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20150410
1155,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150511
1156,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150520
1157,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150608
1158,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20150625
1159,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150708
1160,011102005.IB,11铁道SCP005,AAA,长期信用评级,联合资信评估有限公司,稳定,20150730
1161,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150810
1162,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150906
1163,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20150910
1164,011102005.IB,11铁道SCP005,AAA,长期信用评级,联合资信评估有限公司,稳定,20150929
1165,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20151013
1166,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20151103
1167,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20151123
1168,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20160324
1169,011102005.IB,11铁道SCP005,AAA,长期信用评级,联合资信评估有限公司,稳定,20160513
1170,011102005.IB,11铁道SCP005,AAA,长期信用评级,联合资信评估有限公司,稳定,20160602
1171,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20160624
1172,011102005.IB,11铁道SCP005,AAA,长期信用评级,联合资信评估有限公司,稳定,20160628
1173,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20160629
1174,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20160912
1175,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20161008
1176,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20161019
1177,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20161102
1178,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20161115
1179,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20161130
1180,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170217
1181,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170316
1182,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170401
1183,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170508
1184,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170518
1185,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170607
1186,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20170621
1187,011102005.IB,11铁道SCP005,AAA,长期信用评级,联合资信评估有限公司,稳定,20170626
1188,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170707
1189,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170720
1190,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20171109
1191,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20171206
1192,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180104
1193,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180129
1194,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180302
1195,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180319
1196,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180404
1197,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180420
1198,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180507
1199,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180521
1200,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180601
1201,011102005.IB,11铁道SCP005,AAA,长期信用评级,联合资信评估有限公司,稳定,20180614
1202,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20180622
1203,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180629
1204,011102005.IB,11铁道SCP005,AAA,长期信用评级,中债资信评估有限责任公司,稳定,20180718
1205,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180719
1206,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180815
1207,011102005.IB,11铁道SCP005,AAA,长期信用评级,联合资信评估有限公司,稳定,20190614
1208,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20190620
1209,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20190626
1210,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20190708
1211,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20050927
1212,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合资信评估有限公司,,20051019
1213,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20060217
1214,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20060406
1215,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合资信评估有限公司,,20060510
1216,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20060704
1217,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合资信评估有限公司,,20070411
1218,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20070625
1219,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20070912
1220,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20071008
1221,011103001.IB,11中石化SCP001,AAA,长期信用评级,中诚信证券评估有限公司,稳定,20071116
1222,011103001.IB,11中石化SCP001,AAA,长期信用评级,中诚信证券评估有限公司,稳定,20080912
1223,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20081028
1224,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20081106
1225,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20081231
1226,011103001.IB,11中石化SCP001,AAA,长期信用评级,中诚信证券评估有限公司,稳定,20090428
1227,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20090615
1228,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20090706
1229,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20100518
1230,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合信用评级有限公司,,20100519
1231,011103001.IB,11中石化SCP001,AAA,长期信用评级,中诚信证券评估有限公司,稳定,20100525
1232,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20100629
1233,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20110218
1234,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合信用评级有限公司,稳定,20110420
1235,011103001.IB,11中石化SCP001,AAA,长期信用评级,中诚信证券评估有限公司,稳定,20110615
1236,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20110629
1237,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合信用评级有限公司,稳定,20120217
1238,011103001.IB,11中石化SCP001,AAA,长期信用评级,中诚信证券评估有限公司,稳定,20120425
1239,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合信用评级有限公司,稳定,20120428
1240,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20120703
1241,011103001.IB,11中石化SCP001,AAA,长期信用评级,中债资信评估有限责任公司,稳定,20130305
1242,011103001.IB,11中石化SCP001,Aa3,长期信用评级,穆迪公司,稳定,20130327
1243,011103001.IB,11中石化SCP001,Aa3,长期信用评级,穆迪公司,稳定,20130412
1244,011103001.IB,11中石化SCP001,AAA,长期信用评级,中诚信证券评估有限公司,稳定,20130520
1245,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合信用评级有限公司,稳定,20130625
1246,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20130627
1247,011103001.IB,11中石化SCP001,AAA,长期信用评级,中债资信评估有限责任公司,稳定,20130729
1248,011103001.IB,11中石化SCP001,AAA,长期信用评级,中债资信评估有限责任公司,稳定,20140305
1249,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20140326
1250,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合信用评级有限公司,稳定,20140524
1251,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20140616
1252,011103001.IB,11中石化SCP001,AAA,长期信用评级,中债资信评估有限责任公司,稳定,20141113
1253,011103001.IB,11中石化SCP001,Aa3,长期信用评级,穆迪公司,稳定,20150421
1254,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合信用评级有限公司,稳定,20150528
1255,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20150623
1256,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合信用评级有限公司,稳定,20151112
1257,011103001.IB,11中石化SCP001,Aa3,长期信用评级,穆迪公司,稳定,20151216
1258,011103001.IB,11中石化SCP001,A+,长期信用评级,标普全球信用评级管理服务(上海)有限公司,稳定,20160125
1259,011103001.IB,11中石化SCP001,Aa3,长期信用评级,穆迪公司,负面,20160330
1260,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合信用评级有限公司,稳定,20160527
1261,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20160629
1262,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20160908
1263,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合信用评级有限公司,稳定,20170525
1264,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20170620
1265,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合信用评级有限公司,稳定,20180523
1266,011103001.IB,11中石化SCP001,AAA,长期信用评级,中债资信评估有限责任公司,稳定,20180622
1267,011103001.IB,11中石化SCP001,AAA,长期信用评级,联合信用评级有限公司,稳定,20190521
1268,011104001.IB,11中石集SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20060619
1269,011104001.IB,11中石集SCP001,AAA,长期信用评级,联合资信评估有限公司,,20060704
1270,011104001.IB,11中石集SCP001,AAA,长期信用评级,联合资信评估有限公司,,20070209
1271,011104001.IB,11中石集SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20070625
1272,011104001.IB,11中石集SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20071022
1273,011104001.IB,11中石集SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20081031
1274,011104001.IB,11中石集SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20090619
1275,011104001.IB,11中石集SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20090707
1276,011104001.IB,11中石集SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20100722
1277,011104001.IB,11中石集SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20100802
1278,011104001.IB,11中石集SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20110629
1279,011104001.IB,11中石集SCP001,Aa3,长期信用评级,穆迪公司,稳定,20120503
1280,011104001.IB,11中石集SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20120720
1281,011104001.IB,11中石集SCP001,Aa3,长期信用评级,穆迪公司,稳定,20130320
1282,011104001.IB,11中石集SCP001,AAA+,长期信用评级,中债资信评估有限责任公司,稳定,20130530
1283,011104001.IB,11中石集SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20130730
1284,011104001.IB,11中石集SCP001,Aa3,长期信用评级,穆迪公司,稳定,20131003
1285,011104001.IB,11中石集SCP001,Aa3,长期信用评级,穆迪公司,稳定,20131203
1286,011104001.IB,11中石集SCP001,Aa3,长期信用评级,穆迪公司,稳定,20140401
1287,011104001.IB,11中石集SCP001,AAA+,长期信用评级,中债资信评估有限责任公司,稳定,20140606
1288,011104001.IB,11中石集SCP001,Aa3,长期信用评级,穆迪公司,稳定,20140609
1289,011104001.IB,11中石集SCP001,Aa3,长期信用评级,穆迪公司,稳定,20140826
1290,011104001.IB,11中石集SCP001,Aa3,长期信用评级,穆迪公司,稳定,20150421
1291,011104001.IB,11中石集SCP001,AAA+,长期信用评级,中债资信评估有限责任公司,稳定,20150715
1292,011104001.IB,11中石集SCP001,Aa3,长期信用评级,穆迪公司,稳定,20151216
1293,011104001.IB,11中石集SCP001,Aa3,长期信用评级,穆迪公司,负面,20160330
1294,011104001.IB,11中石集SCP001,Aa3,长期信用评级,穆迪公司,负面,20160425
1295,011104001.IB,11中石集SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20160622
1296,011104001.IB,11中石集SCP001,AAA+,长期信用评级,中债资信评估有限责任公司,稳定,20160719
1297,011104001.IB,11中石集SCP001,AAA,长期信用评级,联合信用评级有限公司,稳定,20160908
1298,011104001.IB,11中石集SCP001,Aa3,长期信用评级,穆迪公司,负面,20170405
1299,011104001.IB,11中石集SCP001,AAA,长期信用评级,联合信用评级有限公司,稳定,20170620
1300,011104001.IB,11中石集SCP001,A1,长期信用评级,穆迪公司,稳定,20171227
1301,011104001.IB,11中石集SCP001,AAA,长期信用评级,联合信用评级有限公司,稳定,20180625
1302,011104001.IB,11中石集SCP001,AAA,长期信用评级,联合信用评级有限公司,稳定,20180829
1303,011104001.IB,11中石集SCP001,AAA+,长期信用评级,中债资信评估有限责任公司,稳定,20180905
1304,011104001.IB,11中石集SCP001,AAA,长期信用评级,联合信用评级有限公司,稳定,20190619
1305,011104002.IB,11中石集SCP002,AAA,长期信用评级,联合资信评估有限公司,稳定,20060619
1306,011104002.IB,11中石集SCP002,AAA,长期信用评级,联合资信评估有限公司,,20060704
1307,011104002.IB,11中石集SCP002,AAA,长期信用评级,联合资信评估有限公司,,20070209
1308,011104002.IB,11中石集SCP002,AAA,长期信用评级,联合资信评估有限公司,稳定,20070625
1309,011104002.IB,11中石集SCP002,AAA,长期信用评级,联合资信评估有限公司,稳定,20071022
1310,011104002.IB,11中石集SCP002,AAA,长期信用评级,联合资信评估有限公司,稳定,20081031
1311,011104002.IB,11中石集SCP002,AAA,长期信用评级,联合资信评估有限公司,稳定,20090619
1312,011104002.IB,11中石集SCP002,AAA,长期信用评级,联合资信评估有限公司,稳定,20090707
1313,011104002.IB,11中石集SCP002,AAA,长期信用评级,联合资信评估有限公司,稳定,20100722
1314,011104002.IB,11中石集SCP002,AAA,长期信用评级,联合资信评估有限公司,稳定,20100802
1315,011104002.IB,11中石集SCP002,AAA,长期信用评级,联合资信评估有限公司,稳定,20110629
1316,011104002.IB,11中石集SCP002,Aa3,长期信用评级,穆迪公司,稳定,20120503
1317,011104002.IB,11中石集SCP002,AAA,长期信用评级,联合资信评估有限公司,稳定,20120720
1318,011104002.IB,11中石集SCP002,Aa3,长期信用评级,穆迪公司,稳定,20130320
1319,011104002.IB,11中石集SCP002,AAA+,长期信用评级,中债资信评估有限责任公司,稳定,20130530
1320,011104002.IB,11中石集SCP002,AAA,长期信用评级,联合资信评估有限公司,稳定,20130730
1321,011104002.IB,11中石集SCP002,Aa3,长期信用评级,穆迪公司,稳定,20131003
1322,011104002.IB,11中石集SCP002,Aa3,长期信用评级,穆迪公司,稳定,20131203
1323,011104002.IB,11中石集SCP002,Aa3,长期信用评级,穆迪公司,稳定,20140401
1324,011104002.IB,11中石集SCP002,AAA+,长期信用评级,中债资信评估有限责任公司,稳定,20140606
1325,011104002.IB,11中石集SCP002,Aa3,长期信用评级,穆迪公司,稳定,20140609
1326,011104002.IB,11中石集SCP002,Aa3,长期信用评级,穆迪公司,稳定,20140826
1327,011104002.IB,11中石集SCP002,Aa3,长期信用评级,穆迪公司,稳定,20150421
1328,011104002.IB,11中石集SCP002,AAA+,长期信用评级,中债资信评估有限责任公司,稳定,20150715
1329,011104002.IB,11中石集SCP002,Aa3,长期信用评级,穆迪公司,稳定,20151216
1330,011104002.IB,11中石集SCP002,Aa3,长期信用评级,穆迪公司,负面,20160330
1331,011104002.IB,11中石集SCP002,Aa3,长期信用评级,穆迪公司,负面,20160425
1332,011104002.IB,11中石集SCP002,AAA,长期信用评级,联合资信评估有限公司,稳定,20160622
1333,011104002.IB,11中石集SCP002,AAA+,长期信用评级,中债资信评估有限责任公司,稳定,20160719
1334,011104002.IB,11中石集SCP002,AAA,长期信用评级,联合信用评级有限公司,稳定,20160908
1335,011104002.IB,11中石集SCP002,Aa3,长期信用评级,穆迪公司,负面,20170405
1336,011104002.IB,11中石集SCP002,AAA,长期信用评级,联合信用评级有限公司,稳定,20170620
1337,011104002.IB,11中石集SCP002,A1,长期信用评级,穆迪公司,稳定,20171227
1338,011104002.IB,11中石集SCP002,AAA,长期信用评级,联合信用评级有限公司,稳定,20180625
1339,011104002.IB,11中石集SCP002,AAA,长期信用评级,联合信用评级有限公司,稳定,20180829
1340,011104002.IB,11中石集SCP002,AAA+,长期信用评级,中债资信评估有限责任公司,稳定,20180905
1341,011104002.IB,11中石集SCP002,AAA,长期信用评级,联合信用评级有限公司,稳定,20190619
1342,011104003.IB,11中石集SCP003,AAA,长期信用评级,联合资信评估有限公司,稳定,20060619
1343,011104003.IB,11中石集SCP003,AAA,长期信用评级,联合资信评估有限公司,,20060704
1344,011104003.IB,11中石集SCP003,AAA,长期信用评级,联合资信评估有限公司,,20070209
1345,011104003.IB,11中石集SCP003,AAA,长期信用评级,联合资信评估有限公司,稳定,20070625
1346,011104003.IB,11中石集SCP003,AAA,长期信用评级,联合资信评估有限公司,稳定,20071022
1347,011104003.IB,11中石集SCP003,AAA,长期信用评级,联合资信评估有限公司,稳定,20081031
1348,011104003.IB,11中石集SCP003,AAA,长期信用评级,联合资信评估有限公司,稳定,20090619
1349,011104003.IB,11中石集SCP003,AAA,长期信用评级,联合资信评估有限公司,稳定,20090707
1350,011104003.IB,11中石集SCP003,AAA,长期信用评级,联合资信评估有限公司,稳定,20100722
1351,011104003.IB,11中石集SCP003,AAA,长期信用评级,联合资信评估有限公司,稳定,20100802
1352,011104003.IB,11中石集SCP003,AAA,长期信用评级,联合资信评估有限公司,稳定,20110629
1353,011104003.IB,11中石集SCP003,Aa3,长期信用评级,穆迪公司,稳定,20120503
1354,011104003.IB,11中石集SCP003,AAA,长期信用评级,联合资信评估有限公司,稳定,20120720
1355,011104003.IB,11中石集SCP003,Aa3,长期信用评级,穆迪公司,稳定,20130320
1356,011104003.IB,11中石集SCP003,AAA+,长期信用评级,中债资信评估有限责任公司,稳定,20130530
1357,011104003.IB,11中石集SCP003,AAA,长期信用评级,联合资信评估有限公司,稳定,20130730
1358,011104003.IB,11中石集SCP003,Aa3,长期信用评级,穆迪公司,稳定,20131003
1359,011104003.IB,11中石集SCP003,Aa3,长期信用评级,穆迪公司,稳定,20131203
1360,011104003.IB,11中石集SCP003,Aa3,长期信用评级,穆迪公司,稳定,20140401
1361,011104003.IB,11中石集SCP003,AAA+,长期信用评级,中债资信评估有限责任公司,稳定,20140606
1362,011104003.IB,11中石集SCP003,Aa3,长期信用评级,穆迪公司,稳定,20140609
1363,011104003.IB,11中石集SCP003,Aa3,长期信用评级,穆迪公司,稳定,20140826
1364,011104003.IB,11中石集SCP003,Aa3,长期信用评级,穆迪公司,稳定,20150421
1365,011104003.IB,11中石集SCP003,AAA+,长期信用评级,中债资信评估有限责任公司,稳定,20150715
1366,011104003.IB,11中石集SCP003,Aa3,长期信用评级,穆迪公司,稳定,20151216
1367,011104003.IB,11中石集SCP003,Aa3,长期信用评级,穆迪公司,负面,20160330
1368,011104003.IB,11中石集SCP003,Aa3,长期信用评级,穆迪公司,负面,20160425
1369,011104003.IB,11中石集SCP003,AAA,长期信用评级,联合资信评估有限公司,稳定,20160622
1370,011104003.IB,11中石集SCP003,AAA+,长期信用评级,中债资信评估有限责任公司,稳定,20160719
1371,011104003.IB,11中石集SCP003,AAA,长期信用评级,联合信用评级有限公司,稳定,20160908
1372,011104003.IB,11中石集SCP003,Aa3,长期信用评级,穆迪公司,负面,20170405
1373,011104003.IB,11中石集SCP003,AAA,长期信用评级,联合信用评级有限公司,稳定,20170620
1374,011104003.IB,11中石集SCP003,A1,长期信用评级,穆迪公司,稳定,20171227
1375,011104003.IB,11中石集SCP003,AAA,长期信用评级,联合信用评级有限公司,稳定,20180625
1376,011104003.IB,11中石集SCP003,AAA,长期信用评级,联合信用评级有限公司,稳定,20180829
1377,011104003.IB,11中石集SCP003,AAA+,长期信用评级,中债资信评估有限责任公司,稳定,20180905
1378,011104003.IB,11中石集SCP003,AAA,长期信用评级,联合信用评级有限公司,稳定,20190619
1379,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20100122
1380,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20100127
1381,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20100722
1382,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20101202
